phase	kind	file	line	target	change	text
p023	c-include	userland/base/syslogd/main.c	22	libc/include/sys/un.h	keep-root libc/include->include	#include <sys/un.h>
p023	c-include	userland/base/syslogd/main.c	23	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tabs/main.c	17	libc/include/ctype.h	keep-root libc/include->include	#include <ctype.h>
p023	c-include	userland/base/tabs/main.c	18	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tabs/main.c	19	libc/include/limits.h	keep-root libc/include->include	#include <limits.h>
p023	c-include	userland/base/tabs/main.c	20	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tabs/main.c	21	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/tabs/main.c	22	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tabs/main.c	23	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tail/main.c	15	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/tail/main.c	16	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tail/main.c	17	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/tail/main.c	18	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tail/main.c	19	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tee/main.c	16	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tee/main.c	17	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/tee/main.c	18	libc/include/signal.h	keep-root libc/include->include	#include <signal.h>
p023	c-include	userland/base/tee/main.c	19	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/tee/main.c	20	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tee/main.c	21	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/tee/main.c	22	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tee/main.c	23	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tests/dyntest.c	14	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tests/dyntest.c	15	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/tests/dyntest.c	16	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tests/dyntest.c	17	libc/include/dlfcn.h	keep-root libc/include->include	#include <dlfcn.h>
p023	c-include	userland/base/tests/dyntest.c	18	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tests/dyntest.c	19	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/tests/dyntest.c	20	libc/include/pthread.h	keep-root libc/include->include	#include <pthread.h>
p023	c-include	userland/base/tests/dyntest.c	21	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/tests/dyntest.c	22	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tests/gpu-admission/main.c	12	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tests/gpu-admission/main.c	13	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/tests/gpu-admission/main.c	14	libc/include/pthread.h	keep-root libc/include->include	#include <pthread.h>
p023	c-include	userland/base/tests/gpu-admission/main.c	15	libc/include/poll.h	keep-root libc/include->include	#include <poll.h>
p023	c-include	userland/base/tests/gpu-admission/main.c	16	libc/include/sched.h	keep-root libc/include->include	#include <sched.h>
p023	c-include	userland/base/tests/gpu-admission/main.c	17	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/tests/gpu-admission/main.c	18	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tests/gpu-admission/main.c	19	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tests/gpu-admission/main.c	20	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tests/gpu-fence/main.c	12	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tests/gpu-fence/main.c	13	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/tests/gpu-fence/main.c	14	libc/include/signal.h	keep-root libc/include->include	#include <signal.h>
p023	c-include	userland/base/tests/gpu-fence/main.c	15	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/tests/gpu-fence/main.c	16	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tests/gpu-fence/main.c	17	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/tests/gpu-fence/main.c	18	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tests/gpu-fence/main.c	19	libc/include/sys/socket.h	keep-root libc/include->include	#include <sys/socket.h>
p023	c-include	userland/base/tests/gpu-fence/main.c	20	libc/include/sys/types.h	keep-root libc/include->include	#include <sys/types.h>
p023	c-include	userland/base/tests/gpu-fence/main.c	21	libc/include/sys/resource.h	keep-root libc/include->include	#include <sys/resource.h>
p023	c-include	userland/base/tests/gpu-fence/main.c	22	libc/include/sys/uio.h	keep-root libc/include->include	#include <sys/uio.h>
p023	c-include	userland/base/tests/gpu-fence/main.c	23	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	c-include	userland/base/tests/gpu-fence/main.c	24	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	c-include	userland/base/tests/gpu-fence/main.c	25	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tests/gpu-fence/main.c	26	libc/include/vulkan/vulkan.h	keep-root libc/include->include	#include <vulkan/vulkan.h>
p023	c-include	userland/base/tests/gpu-i915/main.c	18	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tests/gpu-i915/main.c	19	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/tests/gpu-i915/main.c	20	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/tests/gpu-i915/main.c	21	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tests/gpu-i915/main.c	22	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tests/gpu-i915/main.c	23	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	userland/base/tests/gpu-i915/main.c	24	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	c-include	userland/base/tests/gpu-i915/main.c	25	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tests/gpu-recovery/main.c	13	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tests/gpu-recovery/main.c	14	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/tests/gpu-recovery/main.c	15	libc/include/poll.h	keep-root libc/include->include	#include <poll.h>
p023	c-include	userland/base/tests/gpu-recovery/main.c	16	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/tests/gpu-recovery/main.c	17	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tests/gpu-recovery/main.c	18	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tests/gpu-recovery/main.c	19	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	userland/base/tests/gpu-recovery/main.c	20	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	c-include	userland/base/tests/gpu-recovery/main.c	21	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tests/gpu-share/main.c	18	libc/include/sys/socket.h	keep-root libc/include->include	#include <sys/socket.h>
p023	c-include	userland/base/tests/gpu-share/main.c	19	libc/include/sys/uio.h	keep-root libc/include->include	#include <sys/uio.h>
p023	c-include	userland/base/tests/gpu-share/main.c	20	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	c-include	userland/base/tests/gpu-share/main.c	21	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	userland/base/tests/gpu-share/main.c	22	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/tests/gpu-share/main.c	23	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tests/gpu-share/main.c	24	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tests/gpu-share/main.c	25	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tests/gpu-share/main.c	26	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tests/posix-phase5-helper.c	14	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tests/posix-phase5-helper.c	15	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/tests/posix-phase5-helper.c	16	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tests/posix-phase5-helper.c	17	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tests/posix-phase5-helper.c	18	libc/include/sys/msg.h	keep-root libc/include->include	#include <sys/msg.h>
p023	c-include	userland/base/tests/posix-phase5-helper.c	19	libc/include/sys/sem.h	keep-root libc/include->include	#include <sys/sem.h>
p023	c-include	userland/base/tests/posix-phase5-helper.c	20	libc/include/sys/shm.h	keep-root libc/include->include	#include <sys/shm.h>
p023	c-include	userland/base/tests/posix-phase5-helper.c	21	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	14	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	15	libc/include/aio.h	keep-root libc/include->include	#include <aio.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	16	libc/include/dirent.h	keep-root libc/include->include	#include <dirent.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	17	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	18	libc/include/signal.h	keep-root libc/include->include	#include <signal.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	19	libc/include/sched.h	keep-root libc/include->include	#include <sched.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	20	libc/include/pthread.h	keep-root libc/include->include	#include <pthread.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	21	libc/include/stddef.h	keep-root libc/include->include	#include <stddef.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	22	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	23	libc/include/stdatomic.h	keep-root libc/include->include	#include <stdatomic.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	24	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	25	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	26	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	27	libc/include/sys/mman.h	keep-root libc/include->include	#include <sys/mman.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	28	libc/include/sys/resource.h	keep-root libc/include->include	#include <sys/resource.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	29	libc/include/sys/socket.h	keep-root libc/include->include	#include <sys/socket.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	30	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	31	libc/include/sys/times.h	keep-root libc/include->include	#include <sys/times.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	32	libc/include/sys/un.h	keep-root libc/include->include	#include <sys/un.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	33	libc/include/sys/uio.h	keep-root libc/include->include	#include <sys/uio.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	34	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	35	libc/include/termios.h	keep-root libc/include->include	#include <termios.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	36	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	c-include	userland/base/tests/posix-r2-remaining.c	37	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tests/posix-r2.c	14	libc/include/poll.h	keep-root libc/include->include	#include <poll.h>
p023	c-include	userland/base/tests/posix-r2.c	15	libc/include/pty.h	keep-root libc/include->include	#include <pty.h>
p023	c-include	userland/base/tests/posix-r2.c	16	libc/include/pthread.h	keep-root libc/include->include	#include <pthread.h>
p023	c-include	userland/base/tests/posix-r2.c	17	libc/include/semaphore.h	keep-root libc/include->include	#include <semaphore.h>
p023	c-include	userland/base/tests/posix-r2.c	18	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tests/posix-r2.c	19	libc/include/sys/socket.h	keep-root libc/include->include	#include <sys/socket.h>
p023	c-include	userland/base/tests/posix-r2.c	20	libc/include/sys/un.h	keep-root libc/include->include	#include <sys/un.h>
p023	c-include	userland/base/tests/posix-r2.c	21	libc/include/sys/uio.h	keep-root libc/include->include	#include <sys/uio.h>
p023	c-include	userland/base/tests/posix-r2.c	22	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	c-include	userland/base/tests/posix-r2.c	23	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tests/posix-r2.c	24	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tests/posix-r2.c	25	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/tests/posix-r2.c	26	libc/include/mqueue.h	keep-root libc/include->include	#include <mqueue.h>
p023	c-include	userland/base/tests/posix-r2.c	27	libc/include/langinfo.h	keep-root libc/include->include	#include <langinfo.h>
p023	c-include	userland/base/tests/posix-r2.c	28	libc/include/limits.h	keep-root libc/include->include	#include <limits.h>
p023	c-include	userland/base/tests/posix-r2.c	29	libc/include/locale.h	keep-root libc/include->include	#include <locale.h>
p023	c-include	userland/base/tests/posix-r2.c	30	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/tests/posix-r2.c	31	libc/include/spawn.h	keep-root libc/include->include	#include <spawn.h>
p023	c-include	userland/base/tests/posix-r2.c	32	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tests/posix-r2.c	33	libc/include/dirent.h	keep-root libc/include->include	#include <dirent.h>
p023	c-include	userland/base/tests/posix-r2.c	34	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	c-include	userland/base/tests/posix-r2.c	35	libc/include/sys/resource.h	keep-root libc/include->include	#include <sys/resource.h>
p023	c-include	userland/base/tests/posix-r2.c	36	libc/include/sys/mount.h	keep-root libc/include->include	#include <sys/mount.h>
p023	c-include	userland/base/tests/posix-r2.c	37	libc/include/sys/statvfs.h	keep-root libc/include->include	#include <sys/statvfs.h>
p023	c-include	userland/base/tests/posix-r2.c	38	libc/include/sys/utsname.h	keep-root libc/include->include	#include <sys/utsname.h>
p023	c-include	userland/base/tests/posix-r2.c	39	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	c-include	userland/base/tests/posix-r2.c	40	libc/include/termios.h	keep-root libc/include->include	#include <termios.h>
p023	c-include	userland/base/tests/posix-r2.c	41	libc/include/wchar.h	keep-root libc/include->include	#include <wchar.h>
p023	c-include	userland/base/tests/posix-r2.c	42	libc/include/wctype.h	keep-root libc/include->include	#include <wctype.h>
p023	c-include	userland/base/tests/smp-resource-stress.c	14	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tests/smp-resource-stress.c	15	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/tests/smp-resource-stress.c	16	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/tests/smp-resource-stress.c	17	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tests/smp-resource-stress.c	18	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tests/smp-resource-stress.c	19	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	userland/base/tests/smp-resource-stress.c	20	libc/include/sys/mman.h	keep-root libc/include->include	#include <sys/mman.h>
p023	c-include	userland/base/tests/smp-resource-stress.c	21	libc/include/sys/socket.h	keep-root libc/include->include	#include <sys/socket.h>
p023	c-include	userland/base/tests/smp-resource-stress.c	22	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	c-include	userland/base/tests/smp-resource-stress.c	23	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	c-include	userland/base/tests/smp-resource-stress.c	24	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tests/susv4-xsi.c	14	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tests/susv4-xsi.c	15	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/tests/susv4-xsi.c	16	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tests/susv4-xsi.c	17	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/tests/susv4-xsi.c	18	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tests/susv4-xsi.c	19	libc/include/sys/msg.h	keep-root libc/include->include	#include <sys/msg.h>
p023	c-include	userland/base/tests/susv4-xsi.c	20	libc/include/sys/resource.h	keep-root libc/include->include	#include <sys/resource.h>
p023	c-include	userland/base/tests/susv4-xsi.c	21	libc/include/sys/sem.h	keep-root libc/include->include	#include <sys/sem.h>
p023	c-include	userland/base/tests/susv4-xsi.c	22	libc/include/sys/shm.h	keep-root libc/include->include	#include <sys/shm.h>
p023	c-include	userland/base/tests/susv4-xsi.c	23	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	c-include	userland/base/tests/susv4-xsi.c	24	libc/include/sys/time.h	keep-root libc/include->include	#include <sys/time.h>
p023	c-include	userland/base/tests/susv4-xsi.c	25	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tests/syscall-smoke.c	14	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/tests/syscall-smoke.c	15	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tests/syscall-smoke.c	16	libc/include/limits.h	keep-root libc/include->include	#include <limits.h>
p023	c-include	userland/base/tests/syscall-smoke.c	17	libc/include/signal.h	keep-root libc/include->include	#include <signal.h>
p023	c-include	userland/base/tests/syscall-smoke.c	18	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/tests/syscall-smoke.c	19	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tests/syscall-smoke.c	20	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/tests/syscall-smoke.c	21	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tests/syscall-smoke.c	22	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	c-include	userland/base/tests/syscall-smoke.c	23	libc/include/sys/mman.h	keep-root libc/include->include	#include <sys/mman.h>
p023	c-include	userland/base/tests/syscall-smoke.c	24	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	c-include	userland/base/tests/syscall-smoke.c	25	libc/include/sys/uio.h	keep-root libc/include->include	#include <sys/uio.h>
p023	c-include	userland/base/tests/syscall-smoke.c	26	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	c-include	userland/base/tests/syscall-smoke.c	27	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tests/tlstest.c	14	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/tests/tlstest.c	15	libc/include/dlfcn.h	keep-root libc/include->include	#include <dlfcn.h>
p023	c-include	userland/base/tic/main.c	16	libc/include/ctype.h	keep-root libc/include->include	#include <ctype.h>
p023	c-include	userland/base/tic/main.c	17	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tic/main.c	18	libc/include/limits.h	keep-root libc/include->include	#include <limits.h>
p023	c-include	userland/base/tic/main.c	19	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tic/main.c	20	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/tic/main.c	21	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tic/main.c	22	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	c-include	userland/base/tic/main.c	23	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/time/main.c	15	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/time/main.c	16	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/time/main.c	17	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	c-include	userland/base/time/main.c	18	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	c-include	userland/base/time/main.c	19	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/timeout/main.c	16	libc/include/ctype.h	keep-root libc/include->include	#include <ctype.h>
p023	c-include	userland/base/timeout/main.c	17	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/timeout/main.c	18	libc/include/limits.h	keep-root libc/include->include	#include <limits.h>
p023	c-include	userland/base/timeout/main.c	19	libc/include/signal.h	keep-root libc/include->include	#include <signal.h>
p023	c-include	userland/base/timeout/main.c	20	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/timeout/main.c	21	libc/include/stdint.h	keep-root libc/include->include	#include <stdint.h>
p023	c-include	userland/base/timeout/main.c	22	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/timeout/main.c	23	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/timeout/main.c	24	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	c-include	userland/base/timeout/main.c	25	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	c-include	userland/base/timeout/main.c	26	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/top/main.c	15	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/top/main.c	16	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/top/main.c	17	libc/include/poll.h	keep-root libc/include->include	#include <poll.h>
p023	c-include	userland/base/top/main.c	18	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/top/main.c	19	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/top/main.c	20	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/top/main.c	21	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	c-include	userland/base/top/main.c	22	libc/include/termios.h	keep-root libc/include->include	#include <termios.h>
p023	c-include	userland/base/top/main.c	23	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	c-include	userland/base/top/main.c	24	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/touch/main.c	15	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	c-include	userland/base/touch/main.c	16	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/touch/main.c	17	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/touch/main.c	18	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	c-include	userland/base/touch/main.c	19	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	c-include	userland/base/touch/main.c	20	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tput/main.c	17	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tput/main.c	18	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tput/main.c	19	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/tput/main.c	20	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tput/main.c	21	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tr/main.c	15	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tr/main.c	16	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tr/main.c	17	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tr/main.c	18	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/truncate/main.c	16	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/truncate/main.c	17	libc/include/limits.h	keep-root libc/include->include	#include <limits.h>
p023	c-include	userland/base/truncate/main.c	18	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/truncate/main.c	19	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/truncate/main.c	20	libc/include/sys/types.h	keep-root libc/include->include	#include <sys/types.h>
p023	c-include	userland/base/truncate/main.c	21	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	c-include	userland/base/tsort/main.c	14	libc/include/ctype.h	keep-root libc/include->include	#include <ctype.h>
p023	c-include	userland/base/tsort/main.c	15	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	c-include	userland/base/tsort/main.c	16	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	c-include	userland/base/tsort/main.c	17	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	c-include	userland/base/tsort/main.c	18	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	c-include	userland/base/tty/main.c	14	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
