phase	kind	file	line	target	change	text
p023	plan-tests/include	plan/ws032/tests/queue-target.c	3	libc/include/sys/queue.h	keep-root libc/include->include	#include <sys/queue.h>
p023	plan-tests/include	plan/ws032/tests/queue-target.c	4	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/queue-target.c	5	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws032/tests/queue-target.c	6	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/resolv-target.c	3	libc/include/sys/socket.h	keep-root libc/include->include	#include <sys/socket.h>
p023	plan-tests/include	plan/ws032/tests/resolv-target.c	4	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	plan-tests/include	plan/ws032/tests/resolv-target.c	5	libc/include/arpa/inet.h	keep-root libc/include->include	#include <arpa/inet.h>
p023	plan-tests/include	plan/ws032/tests/resolv-target.c	6	libc/include/netdb.h	keep-root libc/include->include	#include <netdb.h>
p023	plan-tests/include	plan/ws032/tests/resolv-target.c	7	libc/include/netinet/in.h	keep-root libc/include->include	#include <netinet/in.h>
p023	plan-tests/include	plan/ws032/tests/resolv-target.c	8	libc/include/resolv.h	keep-root libc/include->include	#include <resolv.h>
p023	plan-tests/include	plan/ws032/tests/resolv-target.c	9	libc/include/signal.h	keep-root libc/include->include	#include <signal.h>
p023	plan-tests/include	plan/ws032/tests/resolv-target.c	10	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/resolv-target.c	11	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws032/tests/resolv-target.c	12	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/resolv-target.c	13	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws032/tests/rpp-target.c	3	libc/include/readpassphrase.h	keep-root libc/include->include	#include <readpassphrase.h>
p023	plan-tests/include	plan/ws032/tests/rpp-target.c	4	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/rpp-target.c	5	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/rpp-target.c	6	libc/include/termios.h	keep-root libc/include->include	#include <termios.h>
p023	plan-tests/include	plan/ws032/tests/rpp-target.c	7	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws032/tests/session-target.c	3	libc/include/sys/ioctl.h	keep-root libc/include->include	#include <sys/ioctl.h>
p023	plan-tests/include	plan/ws032/tests/session-target.c	4	libc/include/sys/stat.h	keep-root libc/include->include	#include <sys/stat.h>
p023	plan-tests/include	plan/ws032/tests/session-target.c	5	libc/include/sys/wait.h	keep-root libc/include->include	#include <sys/wait.h>
p023	plan-tests/include	plan/ws032/tests/session-target.c	6	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws032/tests/session-target.c	7	libc/include/fcntl.h	keep-root libc/include->include	#include <fcntl.h>
p023	plan-tests/include	plan/ws032/tests/session-target.c	8	libc/include/poll.h	keep-root libc/include->include	#include <poll.h>
p023	plan-tests/include	plan/ws032/tests/session-target.c	9	libc/include/pty.h	keep-root libc/include->include	#include <pty.h>
p023	plan-tests/include	plan/ws032/tests/session-target.c	10	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/session-target.c	11	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws032/tests/session-target.c	12	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/session-target.c	13	libc/include/signal.h	keep-root libc/include->include	#include <signal.h>
p023	plan-tests/include	plan/ws032/tests/session-target.c	14	libc/include/termios.h	keep-root libc/include->include	#include <termios.h>
p023	plan-tests/include	plan/ws032/tests/session-target.c	15	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws032/tests/signal-stack-target.c	12	libc/include/pthread.h	keep-root libc/include->include	#include <pthread.h>
p023	plan-tests/include	plan/ws032/tests/signal-stack-target.c	13	libc/include/signal.h	keep-root libc/include->include	#include <signal.h>
p023	plan-tests/include	plan/ws032/tests/signal-stack-target.c	14	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/signal-stack-target.c	15	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/signal-stack-target.c	16	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws032/tests/socket-options-target.c	8	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws032/tests/socket-options-target.c	9	libc/include/netinet/in.h	keep-root libc/include->include	#include <netinet/in.h>
p023	plan-tests/include	plan/ws032/tests/socket-options-target.c	10	libc/include/netinet/tcp.h	keep-root libc/include->include	#include <netinet/tcp.h>
p023	plan-tests/include	plan/ws032/tests/socket-options-target.c	11	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/socket-options-target.c	12	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/socket-options-target.c	13	libc/include/sys/socket.h	keep-root libc/include->include	#include <sys/socket.h>
p023	plan-tests/include	plan/ws032/tests/socket-options-target.c	14	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws032/tests/tcp-throughput-target.c	9	libc/include/errno.h	keep-root libc/include->include	#include <errno.h>
p023	plan-tests/include	plan/ws032/tests/tcp-throughput-target.c	10	libc/include/netinet/in.h	keep-root libc/include->include	#include <netinet/in.h>
p023	plan-tests/include	plan/ws032/tests/tcp-throughput-target.c	11	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/tcp-throughput-target.c	12	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/tcp-throughput-target.c	13	libc/include/sys/socket.h	keep-root libc/include->include	#include <sys/socket.h>
p023	plan-tests/include	plan/ws032/tests/tcp-throughput-target.c	14	libc/include/time.h	keep-root libc/include->include	#include <time.h>
p023	plan-tests/include	plan/ws032/tests/tcp-throughput-target.c	15	libc/include/unistd.h	keep-root libc/include->include	#include <unistd.h>
p023	plan-tests/include	plan/ws032/tests/tls-target.c	1	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/tls-target.c	2	libc/include/pthread.h	keep-root libc/include->include	#include <pthread.h>
p023	plan-tests/include	plan/ws032/tests/tree-target.c	3	libc/include/sys/tree.h	keep-root libc/include->include	#include <sys/tree.h>
p023	plan-tests/include	plan/ws032/tests/tree-target.c	4	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/tree-target.c	5	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws032/tests/tree-target.c	6	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/vis-target.c	3	libc/include/resolv.h	keep-root libc/include->include	#include <resolv.h>
p023	plan-tests/include	plan/ws032/tests/vis-target.c	4	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws032/tests/vis-target.c	5	libc/include/stdlib.h	keep-root libc/include->include	#include <stdlib.h>
p023	plan-tests/include	plan/ws032/tests/vis-target.c	6	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	plan-tests/include	plan/ws032/tests/vis-target.c	7	libc/include/vis.h	keep-root libc/include->include	#include <vis.h>
p023	plan-tests/include	plan/ws033/tests/managed-lan-host-test.c	21	libc/include/stdio.h	keep-root libc/include->include	#include <stdio.h>
p023	plan-tests/include	plan/ws033/tests/managed-lan-host-test.c	22	libc/include/string.h	keep-root libc/include->include	#include <string.h>
p023	source-text	libc/include/atomic-compiler.h	11	libc/include/	path	*  - Move this file under libc/include/
p023	source-text	libc/include/features.h	9	libc/include/	path	* XXX: Move this file under libc/include/
p023	source-text	libc/include/rtld-abi.h	11	libc/include/	path	*  - Move this file under libc/include/
p023	source-text	userland/base/libvulkan/dispatch-table.inc	9	libc/include/vulkan/API-PROVENANCE.md	path	* Maintained declaration metadata, see libc/include/vulkan/API-PROVENANCE.md.
p023	sysroot	toolchain/llvm/sysroot.mk	75	libc/include/	path	find libc/include include/uapi -type f ! -name '*~' -print | LC_ALL=C sort)
p023	sysroot	toolchain/llvm/sysroot.mk	107	libc/include/	path	libc/include/*) relative=$$$${header#libc/include/} ;; \
p023	sysroot	toolchain/llvm/sysroot.mk	117	libc/include/	path	$(4) -D$(5) $(11) -DZEDBSD_STATIC_TLS -nostdinc -Ilibc/include -Iinclude -Isrc -I. \
p023	sysroot	toolchain/llvm/sysroot.mk	133	libc/include/	path	$(4) -D$(5) $(11) -DZEDBSD_STATIC_TLS -nostdinc -Ilibc/include -Iinclude -Isrc -I. \
p004	build	platform/amd64/vmunix.mk	389	include/boot/parameter-handoff.h	path	include/boot/parameter-handoff.h include/boot/parameters.h
p004	build	platform/amd64/vmunix.mk	389	include/boot/parameters.h	path	include/boot/parameter-handoff.h include/boot/parameters.h
p004	build	platform/amd64/vmunix.mk	395	include/boot/parameters.h	path	bootloader/include/boot-parameter-handoff.h include/boot/parameters.h
p004	build	platform/amd64/vmunix.mk	439	include/boot/parameter-handoff.h	path	include/boot/parameter-handoff.h include/boot/parameters.h
p004	build	platform/amd64/vmunix.mk	439	include/boot/parameters.h	path	include/boot/parameter-handoff.h include/boot/parameters.h
p004	build	platform/amd64/vmunix.mk	455	include/boot/parameter-handoff.h	path	include/boot/parameter-handoff.h include/boot/parameters.h
p004	build	platform/amd64/vmunix.mk	455	include/boot/parameters.h	path	include/boot/parameter-handoff.h include/boot/parameters.h
p004	build	platform/amd64/vmunix.mk	462	include/boot/parameter-handoff.h	path	include/boot/parameter-handoff.h include/boot/parameters.h
p004	build	platform/amd64/vmunix.mk	462	include/boot/parameters.h	path	include/boot/parameter-handoff.h include/boot/parameters.h
p004	build	platform/amd64/vmunix.mk	479	include/boot/parameter-handoff.h	path	include/boot/parameter-handoff.h include/boot/parameters.h
p004	build	platform/amd64/vmunix.mk	479	include/boot/parameters.h	path	include/boot/parameter-handoff.h include/boot/parameters.h
p004	build	platform/amd64/vmunix.mk	1542	include/boot/provenance.h	path	$(BUILD)/uefi/bootx64.o $(BUILD)/uefi/volume-discovery.o: include/boot/provenance.h
p004	build	platform/pc98/vmunix.mk	157	include/boot/pc98-handoff.h	path	include/boot/pc98-handoff.h include/boot/parameter-handoff.h \
p004	build	platform/pc98/vmunix.mk	157	include/boot/parameter-handoff.h	path	include/boot/pc98-handoff.h include/boot/parameter-handoff.h \
p004	build	platform/pc98/vmunix.mk	158	include/boot/parameters.h	path	include/boot/parameters.h
p004	build	platform/pc98/vmunix.mk	164	include/boot/parameters.h	path	bootloader/include/boot-parameter-handoff.h include/boot/parameters.h
p004	build	platform/pc98/vmunix.mk	217	include/boot/pc98-handoff.h	path	include/boot/pc98-handoff.h include/boot/parameter-handoff.h \
p004	build	platform/pc98/vmunix.mk	217	include/boot/parameter-handoff.h	path	include/boot/pc98-handoff.h include/boot/parameter-handoff.h \
p004	build	platform/pc98/vmunix.mk	218	include/boot/parameters.h	path	include/boot/parameters.h
p004	build	platform/pcat/vmunix.mk	194	include/boot/parameter-handoff.h	path	include/boot/parameter-handoff.h include/boot/parameters.h
p004	build	platform/pcat/vmunix.mk	194	include/boot/parameters.h	path	include/boot/parameter-handoff.h include/boot/parameters.h
p004	build	platform/pcat/vmunix.mk	199	include/boot/parameters.h	path	bootloader/include/boot-parameter-handoff.h include/boot/parameters.h
p004	build	platform/pcat/vmunix.mk	239	include/boot/parameter-handoff.h	path	include/boot/parameter-handoff.h include/boot/parameters.h
p004	build	platform/pcat/vmunix.mk	239	include/boot/parameters.h	path	include/boot/parameter-handoff.h include/boot/parameters.h
p004	c-include	bootloader/include/amd64-handoff.h	16	include/boot/provenance.h	../../include/boot/provenance.h -> ../../include/kern/boot/provenance.h	#include "../../include/boot/provenance.h"
p004	c-include	bootloader/include/boot-parameter-handoff.h	12	include/boot/parameter-handoff.h	../../include/boot/parameter-handoff.h -> ../../include/kern/boot/parameter-handoff.h	#include "../../include/boot/parameter-handoff.h"
p004	c-include	bootloader/include/boot-parameter-record.inc	12	include/boot/parameter-handoff.h	include/boot/parameter-handoff.h -> include/kern/boot/parameter-handoff.h	#include "include/boot/parameter-handoff.h"
p004	c-include	bootloader/pc98/bootzbsd.S	22	include/boot/pc98-handoff.h	include/boot/pc98-handoff.h -> include/kern/boot/pc98-handoff.h	#include "include/boot/pc98-handoff.h"
p004	c-include	bootloader/sparcv9/handoff.h	15	include/kern/sun4u/boot.h	kern/sun4u/boot.h -> kern/boot/sun4u.h	#include <kern/sun4u/boot.h>
p004	c-include	bootloader/tests/payload32-pc98.S	3	include/boot/pc98-handoff.h	include/boot/pc98-handoff.h -> include/kern/boot/pc98-handoff.h	#include "include/boot/pc98-handoff.h"
p004	c-include	bootloader/uefi/volume-discovery.h	8	include/boot/provenance.h	../../include/boot/provenance.h -> ../../include/kern/boot/provenance.h	#include "../../include/boot/provenance.h"
p004	c-include	include/boot/parameter-handoff.h	6	include/boot/parameters.h	keep	#include "parameters.h"
p004	c-include	include/boot/pc98-handoff.h	6	include/boot/parameter-handoff.h	keep	#include "parameter-handoff.h"
p004	c-include	include/kern/boot.h	18	include/boot/parameters.h	boot/parameters.h -> kern/boot/parameters.h	#include <boot/parameters.h>
p004	c-include	include/kern/boot.h	19	include/boot/provenance.h	boot/provenance.h -> kern/boot/provenance.h	#include <boot/provenance.h>
p004	c-include	src/hal/arm64/bsp-rpi4/boot.c	3	include/kern/rpi4/boot.h	kern/rpi4/boot.h -> kern/boot/rpi4.h	#include <kern/rpi4/boot.h>
p004	c-include	src/hal/i386/bsp-pc98/boot.c	12	include/boot/pc98-handoff.h	boot/pc98-handoff.h -> kern/boot/pc98-handoff.h	#include <boot/pc98-handoff.h>
p004	c-include	src/hal/sparcv9/bsp.h	4	include/kern/sun4u/boot.h	kern/sun4u/boot.h -> kern/boot/sun4u.h	#include <kern/sun4u/boot.h>
p004	c-include	src/hal/sparcv9/cmain.c	4	include/kern/sun4u/boot.h	kern/sun4u/boot.h -> kern/boot/sun4u.h	#include <kern/sun4u/boot.h>
p004	c-include	src/hal/x86/boot-parameters.c	13	include/boot/pc98-handoff.h	boot/pc98-handoff.h -> kern/boot/pc98-handoff.h	#include <boot/pc98-handoff.h>
p004	c-include	src/hal/x86/boot-parameters.h	16	include/boot/parameter-handoff.h	boot/parameter-handoff.h -> kern/boot/parameter-handoff.h	#include <boot/parameter-handoff.h>
p004	c-include	src/kern/platform/rpi4.c	21	include/kern/rpi4/boot.h	kern/rpi4/boot.h -> kern/boot/rpi4.h	#include <kern/rpi4/boot.h>
